name,car_type,version,kms_driven,ownership_status,oil_type,down_payment,original_price,reduced_price,City
2018 Tata Tiago,XZ PETROL,Manual,"41,977 km",1st Owner,Petrol,"₹8,700/month","₹4,95,000","₹4,45,000",Mumbai
2017 Jeep Compass,LIMITED (O) 2.0 DIESEL,Manual,"99,724 km",1st Owner,Diesel,"₹21,356/month","₹12,07,000","₹11,22,000",Mumbai
2012 Maruti Swift,LXI,Manual,"29,360 km",1st Owner,Petrol,"₹8,269/month","₹3,38,000","₹3,14,000",Mumbai
2016 Maruti Alto 800,LXI,Manual,"22,625 km",1st Owner,Petrol,"₹5,709/month","₹3,07,000","₹2,92,000",Mumbai
2018 Hyundai Grand i10,SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,"23,524 km",1st Owner,Petrol,"₹11,007/month","₹6,37,000","₹5,63,000",Mumbai
2017 Maruti Celerio,ZXI,Manual,"53,164 km",1st Owner,Petrol,"₹7,351/month","₹4,25,000","₹3,76,000",Mumbai
2012 Maruti Swift,VXI,Manual,"84,182 km",1st Owner,Petrol,"₹8,558/month","₹3,46,000","₹3,25,000",Mumbai
2017 Maruti Celerio,VXI CNG,Manual,"78,176 km",1st Owner,CNG,"₹7,781/month","₹4,34,000","₹3,98,000",Mumbai
2016 Maruti Swift Dzire,VXI AT,Automatic,"92,008 km",1st Owner,Petrol,"₹9,619/month","₹5,27,000","₹4,92,000",Mumbai
2017 Hyundai Creta,E PLUS 1.6 PETROL,Manual,"96,287 km",1st Owner,Petrol,"₹15,054/month","₹8,52,000","₹7,70,000",Mumbai
2012 Maruti Wagon R 1.0,LXI CNG,Manual,"58,318 km",2nd Owner,CNG,"₹12,286/month","₹2,92,000","₹2,61,000",Mumbai
2019 Honda City,1.5L I-VTEC VX CVT,Automatic,"24,352 km",2nd Owner,Petrol,"₹17,797/month","₹10,04,000","₹9,35,000",Mumbai
2019 Maruti New Wagon-R,LXI CNG (O) 1.0,Manual,"77,967 km",1st Owner,CNG,"₹10,088/month","₹5,58,000","₹5,16,000",Mumbai
2016 Hyundai Verna,1.6 VTVT SX AT,Automatic,"65,701 km",2nd Owner,Petrol,"₹12,356/month","₹7,13,000","₹6,32,000",Mumbai
2013 Maruti Ertiga,VXI,Manual,"55,891 km",1st Owner,Petrol,"₹11,500/month","₹5,68,000","₹5,17,000",Mumbai
2022 Tata TIAGO NRG,XZ ICNG,Manual,"2,727 km",1st Owner,CNG,"₹13,646/month","₹8,10,000","₹6,98,000",Mumbai
2020 Ford Figo Aspire,TITANIUM PLUS 1.5 DIESEL,Manual,"36,802 km",1st Owner,Diesel,"₹13,196/month","₹7,63,000","₹6,75,000",Mumbai
2019 Maruti New Wagon-R,LXI CNG 1.0,Manual,"62,402 km",1st Owner,CNG,"₹9,951/month","₹5,55,000","₹5,09,000",Mumbai
2017 Maruti IGNIS,DELTA 1.2,Manual,"18,403 km",1st Owner,Petrol,"₹8,895/month","₹5,12,000","₹4,55,000",Mumbai
2019 Honda Amaze,1.2L I-VTEC V CVT,Automatic,"15,725 km",1st Owner,Petrol,"₹14,374/month","₹7,99,000","₹7,35,225",Mumbai
2017 Maruti Alto 800,LXI,Manual,"18,168 km",1st Owner,Petrol,"₹5,904/month","₹3,14,000","₹3,02,000",Mumbai
2017 Hyundai Grand i10,SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,"17,542 km",1st Owner,Petrol,"₹11,867/month","₹6,63,000","₹6,07,000",Mumbai
2018 Maruti Celerio,VXI CNG,Manual,"98,623 km",1st Owner,CNG,"₹8,231/month","₹4,61,000","₹4,21,000",Mumbai
2012 Maruti Ertiga,VDI,Manual,"1,06,980 km",1st Owner,Diesel,"₹17,570/month","₹5,75,000","₹5,29,000",Mumbai
2021 Maruti New Wagon-R,LXI CNG 1.0,Manual,"88,795 km",1st Owner,CNG,"₹10,948/month","₹6,16,000","₹5,60,000",Mumbai
2011 Hyundai i10,MAGNA 1.2,Manual,"48,025 km",1st Owner,Petrol,"₹7,407/month","₹2,32,000","₹2,23,000",Mumbai
2011 Toyota Etios Liva,G,Manual,"50,056 km",2nd Owner,Petrol,"₹8,005/month","₹2,66,000","₹2,41,000",Mumbai
2018 Datsun Go Plus,T,Manual,"35,188 km",1st Owner,Petrol,"₹8,020/month","₹4,48,000","₹4,10,250",Mumbai
2017 Hyundai Grand i10,SPORTZ (O) 1.2 KAPPA VTVT,Manual,"53,924 km",1st Owner,Petrol,"₹8,211/month","₹4,63,000","₹4,20,000",Mumbai
2013 Maruti Alto 800,LXI,Manual,"33,353 km",1st Owner,Petrol,"₹4,738/month","₹2,32,000","₹2,13,000",Mumbai
2012 Maruti Swift,VDI,Manual,"63,847 km",1st Owner,Diesel,"₹13,020/month","₹4,33,000","₹3,92,000",Mumbai
2018 Maruti Celerio,ZXI,Manual,"9,818 km",1st Owner,Petrol,"₹9,345/month","₹5,42,000","₹4,78,000",Mumbai
2011 Toyota Etios,G,Manual,"68,709 km",1st Owner,Petrol,"₹9,599/month",N/A,"₹2,89,000",Mumbai
2015 Maruti Celerio,VXI,Manual,"18,538 km",1st Owner,Petrol,"₹7,163/month","₹3,91,000","₹3,66,400",Mumbai
2013 Hyundai i10,MAGNA 1.1,Manual,"80,058 km",1st Owner,Petrol,"₹5,695/month","₹2,68,000","₹2,56,000",Mumbai
2016 Hyundai i10,MAGNA 1.1,Manual,"43,204 km",2nd Owner,Petrol,"₹7,038/month",N/A,"₹3,60,000",Mumbai
2015 Hyundai Elite i20,ASTA 1.2,Manual,"58,971 km",1st Owner,Petrol,"₹9,795/month","₹5,46,000","₹5,01,000",Mumbai
2015 Maruti Swift,VXI,Manual,"1,16,210 km",1st Owner,Petrol,"₹8,742/month","₹4,24,000","₹3,93,000",Mumbai
2016 Maruti Alto K10,VXI,Manual,"58,710 km",1st Owner,Petrol,"₹6,745/month",N/A,"₹3,45,000",Mumbai
2020 Hyundai VENUE,SX PLUS 1.0 TURBO DCT,Automatic,"84,438 km",1st Owner,Petrol,"₹18,501/month","₹10,02,000","₹9,72,000",Mumbai
2017 Maruti IGNIS,DELTA 1.2,Manual,"23,578 km",2nd Owner,Petrol,"₹8,211/month","₹4,68,000","₹4,20,000",Mumbai
2020 Tata TIGOR,XZA PLUS PETROL,Automatic,"30,717 km",1st Owner,Petrol,"₹12,434/month","₹7,25,000","₹6,36,000",Mumbai
2019 Hyundai New Elantra,2.0 SX(O) AT PETROL,Automatic,"43,333 km",2nd Owner,Petrol,"₹23,012/month","₹13,15,000","₹12,09,000",Mumbai
2018 Maruti Baleno,ALPHA CVT PETROL 1.2,Automatic,"25,577 km",1st Owner,Petrol,"₹13,881/month","₹7,94,000","₹7,10,000",Mumbai
2019 Tata NEXON,XZA PLUS DIESEL,Automatic,"41,216 km",2nd Owner,Diesel,"₹17,511/month","₹9,48,000","₹9,20,000",Mumbai
2016 Maruti Wagon R 1.0,VXI,Manual,"23,524 km",1st Owner,Petrol,"₹7,546/month","₹4,03,000","₹3,86,000",Mumbai
2013 Maruti Alto 800,LXI CNG,Manual,"98,803 km",2nd Owner,CNG,"₹7,174/month","₹2,32,000","₹2,16,000",Mumbai
2015 Hyundai Elite i20,ASTA 1.2,Manual,"39,003 km",2nd Owner,Petrol,"₹10,088/month","₹5,46,000","₹5,16,000",Mumbai
2022 Tata ALTROZ,XZA PLUS,Automatic,"7,088 km",1st Owner,Petrol,"₹17,740/month","₹10,14,000","₹9,32,000",Mumbai
2013 Maruti Ertiga,ZXI,Manual,"73,951 km",2nd Owner,CNG,"₹19,131/month","₹6,05,000","₹5,76,000",Mumbai
2015 Hyundai Elite i20,SPORTZ 1.2,Manual,"31,989 km",1st Owner,Petrol,"₹9,834/month","₹5,48,000","₹5,03,000",Mumbai
2017 Hyundai Verna,1.6 VTVT SX AT,Automatic,"23,581 km",1st Owner,Petrol,"₹14,917/month","₹8,16,000","₹7,63,000",Mumbai
2018 Datsun Redi Go,S 1.0 AMT,Automatic,"45,959 km",1st Owner,Petrol,"₹6,276/month","₹3,26,000","₹3,21,000",Mumbai
2017 Honda City,1.5L I-VTE V CVT,Automatic,"72,515 km",2nd Owner,Petrol,"₹13,392/month","₹7,82,000","₹6,85,000",Mumbai
2017 Honda City,1.5L I-VTEC VX,Manual,"31,949 km",1st Owner,Petrol,"₹15,112/month","₹8,41,000","₹7,73,000",Mumbai
2018 Datsun Redi Go,T (O),Manual,"57,646 km",2nd Owner,Petrol,"₹4,966/month",N/A,"₹2,54,000",Mumbai
2019 Hyundai NEW SANTRO,ASTA MT,Manual,"36,643 km",1st Owner,Petrol,"₹9,110/month","₹4,96,000","₹4,66,000",Mumbai
2018 Jeep Compass,LONGITUDE (O) 2.0 DIESEL,Manual,"34,469 km",2nd Owner,Diesel,"₹23,012/month","₹12,51,000","₹12,09,000",Mumbai
2017 Hyundai Creta,SX PLUS AT 1.6 PETROL,Automatic,"45,194 km",1st Owner,Petrol,"₹18,063/month","₹10,13,000","₹9,49,000",Mumbai
2017 Maruti Dzire,VDI AMT,Automatic,"43,440 km",2nd Owner,Diesel,"₹12,786/month","₹7,24,000","₹6,54,000",Mumbai
2013 Maruti Ertiga,VDI,Manual,"99,285 km",1st Owner,Diesel,"₹15,985/month","₹6,37,000","₹6,07,000",Mumbai
2015 Maruti Wagon R 1.0,LXI CNG,Manual,"72,957 km",2nd Owner,CNG,"₹8,475/month","₹3,87,000","₹3,81,000",Mumbai
2019 Renault Duster,110 PS RXZ MT DIESEL,Manual,"89,415 km",2nd Owner,Diesel,"₹15,589/month","₹8,72,000","₹8,19,000",Mumbai
2016 Hyundai Creta,SX PLUS AT 1.6 PETROL,Automatic,"18,863 km",1st Owner,Petrol,"₹18,025/month","₹10,61,000","₹9,47,000",Mumbai
2016 Hyundai Creta,SX PLUS AT 1.6 PETROL,Automatic,"68,353 km",1st Owner,Petrol,"₹17,264/month","₹9,77,000","₹9,07,000",Mumbai
2021 Tata NEXON,XZ 1.2,Manual,"17,657 km",1st Owner,Petrol,"₹17,226/month","₹10,01,000","₹9,05,000",Mumbai
2014 Maruti Wagon R 1.0,LXI CNG,Manual,"1,19,476 km",1st Owner,CNG,"₹8,374/month","₹3,40,000","₹3,18,000",Mumbai
2015 Hyundai Grand i10,ASTA 1.2 KAPPA VTVT,Manual,"60,162 km",2nd Owner,Petrol,"₹7,937/month","₹4,34,000","₹4,06,000",Mumbai
2019 Honda Amaze,1.5L I-DTEC V CVT,Automatic,"48,417 km",2nd Owner,Diesel,"₹14,741/month","₹8,32,000","₹7,54,000",Mumbai
2018 Ford Ecosport,TITANIUM 1.5L SPORTS(SUNROOF) DIESEL,Manual,"64,215 km",2nd Owner,Diesel,"₹15,366/month","₹8,37,000","₹7,86,000",Mumbai
2018 Hyundai Elite i20,ASTA 1.2  CVT,Automatic,"68,871 km",1st Owner,Petrol,"₹13,431/month","₹7,42,000","₹6,87,000",Mumbai
2012 Maruti Ertiga,VDI,Manual,"52,981 km",1st Owner,Diesel,"₹19,563/month","₹6,51,000","₹5,89,000",Mumbai
2018 Hyundai Grand i10,SPORTZ AT 1.2 KAPPA VTVT,Automatic,"44,340 km",2nd Owner,Petrol,"₹10,420/month","₹5,84,000","₹5,33,000",Mumbai
2017 Hyundai Elite i20,SPORTZ 1.2,Manual,"57,043 km",2nd Owner,Petrol,"₹10,420/month","₹5,80,000","₹5,33,000",Mumbai
2021 Maruti Baleno,ZETA PETROL 1.2,Manual,"47,836 km",1st Owner,Petrol,"₹13,392/month","₹7,44,000","₹6,85,000",Mumbai
2017 Maruti Baleno,ZETA PETROL 1.2,Manual,"13,989 km",1st Owner,Petrol,"₹11,730/month","₹6,55,000","₹6,00,000",Mumbai
2012 Honda Brio,S MT,Manual,"65,930 km",1st Owner,Petrol,"₹7,136/month","₹2,84,000","₹2,71,000",Mumbai
2019 Ford Ecosport,TITANIUM 1.5L PETROL,Manual,"22,575 km",1st Owner,Petrol,"₹14,584/month","₹8,13,000","₹7,46,000",Mumbai
2018 Honda City,1.5L I-VTE V CVT,Automatic,"63,253 km",2nd Owner,Petrol,"₹14,917/month","₹8,21,000","₹7,63,000",Mumbai
2019 Maruti Celerio,VXI (O) CNG,Manual,"83,984 km",1st Owner,CNG,"₹9,052/month","₹5,18,000","₹4,63,000",Mumbai
2017 Ford Ecosport,TITANIUM + 1.5L PETROL AT,Automatic,"41,247 km",1st Owner,Petrol,"₹13,822/month","₹7,76,000","₹7,07,000",Mumbai
2014 Maruti Celerio,VXI CNG,Manual,"88,175 km",2nd Owner,CNG,"₹8,954/month","₹3,49,000","₹3,40,000",Mumbai
2018 Tata Tiago,XZ PETROL,Manual,"24,754 km",2nd Owner,Petrol,"₹8,856/month","₹5,04,000","₹4,53,000",Mumbai
2021 Volkswagen Vento,HIGHLINE PLUS 1.0 TSI AT,Automatic,"18,837 km",1st Owner,Petrol,"₹21,718/month","₹13,84,000","₹11,41,000",Mumbai
2016 Maruti Alto 800,LXI,Manual,"38,292 km",2nd Owner,Petrol,"₹4,809/month","₹2,56,000","₹2,46,000",Mumbai
2019 Hyundai GRAND I10 NIOS,ASTA 1.2 KAPPA VTVT,Manual,"15,742 km",1st Owner,Petrol,"₹12,844/month","₹7,65,000","₹6,57,000",Mumbai
2014 Maruti Celerio,VXI AMT,Automatic,"48,187 km",2nd Owner,Petrol,"₹6,921/month",N/A,"₹3,54,000",Mumbai
2019 Toyota Glanza,V CVT,Automatic,"59,520 km",2nd Owner,Petrol,"₹13,646/month","₹7,92,000","₹6,98,000",Mumbai
2012 Honda Brio,S MT,Manual,"42,453 km",1st Owner,Petrol,"₹7,057/month","₹2,80,000","₹2,68,000",Mumbai
2017 Hyundai Creta,E PLUS 1.6 PETROL,Manual,"62,559 km",1st Owner,Petrol,"₹14,878/month","₹8,02,000","₹7,61,000",Mumbai
2017 Hyundai Elite i20,SPORTZ 1.2,Manual,"22,430 km",1st Owner,Petrol,"₹11,065/month","₹6,20,000","₹5,66,000",Mumbai
2017 Hyundai Grand i10,SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,"40,049 km",2nd Owner,Petrol,"₹12,062/month","₹6,52,000","₹6,17,000",Mumbai
2017 Honda WR-V,1.2L I-VTEC VX MT,Manual,"65,765 km",1st Owner,Petrol,"₹12,942/month","₹7,15,000","₹6,62,000",Mumbai
2019 Renault Kwid,RXT 1.0 (O),Manual,"21,885 km",1st Owner,Petrol,"₹7,273/month","₹4,13,000","₹3,72,000",Mumbai
2012 Maruti Wagon R 1.0,VXI,Manual,"16,227 km",2nd Owner,Petrol,"₹7,005/month","₹2,84,000","₹2,66,000",Mumbai
2018 Maruti Baleno,ZETA CVT PETROL 1.2,Automatic,"61,450 km",1st Owner,Petrol,"₹11,906/month","₹6,72,000","₹6,09,000",Mumbai
2017 Hyundai Creta,E PLUS 1.6 PETROL,Manual,"93,578 km",1st Owner,Petrol,"₹14,154/month","₹8,14,000","₹7,24,000",Mumbai
2018 Maruti Baleno,ALPHA CVT PETROL 1.2,Automatic,"23,656 km",1st Owner,Petrol,"₹14,017/month","₹7,91,000","₹7,17,000",Mumbai
2019 Renault TRIBER,RXZ,Manual,"21,263 km",2nd Owner,Petrol,"₹12,121/month","₹7,00,000","₹6,20,000",Mumbai
2013 Maruti Wagon R Stingray,VXI,Manual,"1,04,772 km",1st Owner,Petrol,"₹6,629/month","₹3,23,000","₹2,98,000",Mumbai
2015 Hyundai Elite i20,SPORTZ 1.2,Manual,"50,518 km",1st Owner,Petrol,"₹9,834/month","₹5,44,000","₹5,03,000",Mumbai
2016 Hyundai Elite i20,SPORTZ 1.2,Manual,"73,516 km",2nd Owner,Petrol,"₹9,814/month","₹5,67,000","₹5,02,000",Mumbai
2015 Maruti Celerio,VXI CNG,Manual,"56,930 km",2nd Owner,CNG,"₹8,720/month","₹4,29,000","₹3,92,000",Mumbai
2019 Maruti Baleno,ALPHA PETROL 1.2,Manual,"56,557 km",2nd Owner,Petrol,"₹13,196/month","₹7,53,000","₹6,75,000",Mumbai
2018 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"59,305 km",1st Owner,Petrol,"₹9,169/month","₹4,96,000","₹4,69,000",Mumbai
2018 Hyundai Grand i10,MAGNA U2 1.2 CRDI,Manual,"1,13,012 km",1st Owner,Diesel,"₹11,500/month","₹5,48,000","₹5,17,000",Mumbai
2011 Toyota Etios,G,Manual,"88,327 km",1st Owner,Petrol,"₹8,569/month","₹2,68,000","₹2,58,000",Mumbai
2021 Tata TIGOR,XZ PLUS PETROL,Manual,"33,766 km",1st Owner,Petrol,"₹12,121/month","₹7,11,000","₹6,20,000",Mumbai
2018 Tata NEXON,XZA PLUS DIESEL,Automatic,"1,09,405 km",1st Owner,Diesel,"₹16,038/month","₹8,27,000","₹7,21,000",Mumbai
2017 Maruti Celerio,ZXI AMT (O),Automatic,"36,767 km",2nd Owner,CNG,"₹8,993/month","₹4,97,000","₹4,60,000",Mumbai
2013 Hyundai Grand i10,ASTA 1.2 KAPPA VTVT,Manual,"56,680 km",1st Owner,Petrol,"₹8,475/month","₹4,32,000","₹3,81,000",Mumbai
2021 Honda City,1.5L I-VTEC ZX CVT,Automatic,"17,201 km",1st Owner,Petrol,"₹27,181/month","₹15,22,000","₹14,28,000",Mumbai
2016 Maruti Baleno,ZETA CVT PETROL 1.2,Automatic,"33,818 km",1st Owner,Petrol,"₹11,711/month","₹6,61,000","₹5,99,000",Mumbai
2013 Maruti Ertiga,ZXI,Manual,"39,495 km",1st Owner,Petrol,"₹13,480/month","₹6,36,000","₹6,06,000",Mumbai
2017 Hyundai Grand i10,SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,"62,721 km",1st Owner,Petrol,"₹9,638/month","₹5,75,000","₹4,93,000",Mumbai
2013 Honda Amaze,1.2L I-VTEC S,Manual,"36,850 km",1st Owner,Petrol,"₹7,585/month","₹3,58,000","₹3,41,000",Mumbai
2022 Maruti New Wagon-R,LXI CNG 1.0,Manual,"42,982 km",1st Owner,CNG,"₹12,258/month","₹6,73,000","₹6,27,000",Mumbai
2019 Maruti Baleno,ZETA CVT PETROL 1.2,Automatic,"9,431 km",1st Owner,Petrol,"₹14,917/month","₹8,04,000","₹7,63,000",Mumbai
2014 Honda City,1.5L I-VTEC SV CVT,Automatic,"79,407 km",1st Owner,Petrol,"₹11,398/month","₹5,94,000","₹5,83,000",Mumbai
2020 Volkswagen Vento,HIGHLINE PLUS 1.0L TSI AT,Automatic,"89,459 km",1st Owner,Petrol,"₹17,892/month","₹10,23,000","₹9,40,000",Mumbai
2016 Maruti Baleno,DELTA PETROL 1.2,Manual,"39,148 km",1st Owner,Petrol,"₹10,577/month","₹6,03,000","₹5,41,000",Mumbai
2018 Maruti Celerio,ZXI,Manual,"28,138 km",1st Owner,Petrol,"₹8,680/month","₹5,11,000","₹4,44,000",Mumbai
2017 Hyundai Grand i10,SPORTZ (O) 1.2 KAPPA VTVT,Manual,"14,867 km",1st Owner,Petrol,"₹8,622/month","₹4,92,000","₹4,41,000",Mumbai
2021 Maruti Celerio,VXI (O) CNG,Manual,"58,536 km",1st Owner,CNG,"₹10,616/month","₹6,14,000","₹5,43,000",Mumbai
2014 Hyundai Xcent,S 1.2,Manual,"44,427 km",1st Owner,Petrol,"₹7,761/month",N/A,"₹3,97,000",Mumbai
2016 Hyundai Grand i10,ASTA AT 1.2 KAPPA VTVT,Automatic,"26,004 km",1st Owner,Petrol,"₹9,931/month","₹5,64,000","₹5,08,000",Mumbai
2019 Tata Tiago,XZ PLUS PETROL,Manual,"18,805 km",1st Owner,Petrol,"₹10,694/month","₹5,97,000","₹5,47,000",Mumbai
2011 Hyundai i10,SPORTZ 1.2,Manual,"31,026 km",1st Owner,Petrol,"₹8,038/month",N/A,"₹2,42,000",Mumbai
2012 Maruti Wagon R 1.0,LXI CNG,Manual,"48,766 km",1st Owner,CNG,"₹13,981/month",N/A,"₹2,97,000",Mumbai
2015 Maruti Wagon R 1.0,LXI CNG,Manual,"91,390 km",1st Owner,CNG,"₹7,875/month","₹3,71,000","₹3,54,000",Mumbai
2016 Hyundai Elite i20,SPORTZ 1.2,Manual,"32,589 km",2nd Owner,Petrol,"₹10,929/month","₹6,11,000","₹5,59,000",Mumbai
2019 Renault Kwid,RXT 0.8 (O),Manual,"15,175 km",1st Owner,Petrol,"₹7,097/month","₹3,93,000","₹3,63,000",Mumbai
2012 Maruti Swift Dzire,ZXI,Manual,"85,662 km",1st Owner,Petrol,"₹10,771/month","₹4,22,000","₹4,09,000",Mumbai
2015 Maruti Wagon R 1.0,LXI CNG,Manual,"70,424 km",2nd Owner,CNG,"₹7,763/month","₹3,80,000","₹3,49,000",Mumbai
2018 Maruti Ciaz,ZETA 1.5 SHVS MT PETROL,Manual,"62,649 km",1st Owner,Petrol,"₹14,154/month","₹8,18,000","₹7,24,000",Mumbai
2019 Skoda Rapid,AMBITION 1.5 TDI,Manual,"95,298 km",1st Owner,Diesel,"₹15,269/month","₹8,27,000","₹7,81,000",Mumbai
2015 Maruti Wagon R 1.0,LXI CNG,Manual,"59,722 km",1st Owner,CNG,"₹8,431/month","₹3,98,000","₹3,79,000",Mumbai
2018 Maruti Baleno,ZETA PETROL 1.2,Manual,"19,499 km",1st Owner,Petrol,"₹12,062/month","₹6,81,000","₹6,17,000",Mumbai
2019 Toyota Glanza,V CVT,Automatic,"37,884 km",1st Owner,Petrol,"₹14,076/month","₹8,32,000","₹7,20,000",Mumbai
2016 Maruti Ciaz,ZXI AT,Automatic,"1,01,990 km",1st Owner,Petrol,"₹11,701/month","₹5,92,000","₹5,26,000",Mumbai
2017 Honda City,1.5L I-VTEC VX,Manual,"38,736 km",2nd Owner,Petrol,"₹14,350/month","₹8,29,000","₹7,34,000",Mumbai
2017 Hyundai Grand i10,SPORTZ (O) 1.2 KAPPA VTVT,Manual,"75,841 km",2nd Owner,Petrol,"₹8,485/month","₹4,74,000","₹4,34,000",Mumbai
2016 Maruti Alto 800,LXI,Manual,"39,770 km",1st Owner,Petrol,"₹5,513/month","₹2,88,000","₹2,82,000",Mumbai
2020 Ford FREESTYLE,TITANIUM 1.2 PETROL,Manual,"11,183 km",1st Owner,Petrol,"₹12,512/month","₹6,86,000","₹6,40,000",Mumbai
2022 Tata Safari,XZA PLUS 6S ADVENTURE,Automatic,"21,303 km",1st Owner,Diesel,"₹40,371/month","₹23,16,000","₹21,21,000",Mumbai
2018 Maruti Celerio,ZXI,Manual,"16,223 km",1st Owner,Petrol,"₹8,934/month","₹5,18,000","₹4,57,000",Mumbai
2016 Skoda Rapid,STYLE 1.5 TDI AT,Automatic,"1,14,346 km",2nd Owner,Diesel,"₹13,191/month","₹6,16,000","₹5,93,000",Mumbai
2012 Maruti Swift,VXI,Manual,"74,502 km",1st Owner,Petrol,"₹8,769/month","₹3,56,000","₹3,33,000",Mumbai
2015 Maruti Alto 800,VXI,Manual,"23,721 km",1st Owner,Petrol,"₹4,907/month","₹2,56,000","₹2,51,000",Mumbai
2019 Honda Jazz,1.2L I-VTEC VX CVT,Automatic,"47,822 km",1st Owner,Petrol,"₹13,079/month","₹7,73,000","₹6,69,000",Mumbai
2016 Hyundai Grand i10,ASTA (O) AT 1.2 KAPPA VTVT,Automatic,"49,483 km",1st Owner,Petrol,"₹10,205/month","₹5,98,000","₹5,22,000",Mumbai
2021 Hyundai GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT CNG,Manual,"15,002 km",1st Owner,CNG,"₹13,333/month","₹7,75,000","₹6,82,000",Mumbai
2015 Maruti Wagon R 1.0,LXI CNG,Manual,"37,064 km",1st Owner,CNG,"₹8,853/month","₹4,06,000","₹3,98,000",Mumbai
2012 Maruti Wagon R 1.0,LXI,Manual,"99,964 km",2nd Owner,Petrol,"₹6,162/month","₹2,50,000","₹2,34,000",Mumbai
2011 Maruti Wagon R 1.0,VXI,Manual,"42,972 km",1st Owner,Petrol,"₹7,772/month","₹2,45,000","₹2,34,000",Mumbai
2017 Renault Kwid,RXT 0.8,Manual,"42,530 km",1st Owner,Petrol,"₹6,471/month","₹3,41,000","₹3,31,000",Mumbai
2020 Maruti New Wagon-R,LXI CNG 1.0,Manual,"54,275 km",1st Owner,CNG,"₹10,948/month","₹5,87,000","₹5,60,000",Mumbai
2017 Maruti Baleno,DELTA CVT PETROL 1.2,Automatic,"87,202 km",1st Owner,Petrol,"₹10,166/month","₹5,65,000","₹5,20,000",Mumbai
2019 Maruti Alto,VXI,Manual,"33,589 km",1st Owner,Petrol,"₹6,882/month","₹3,75,000","₹3,52,000",Mumbai
2019 Maruti Alto,LXI CNG,Manual,"88,667 km",1st Owner,CNG,"₹6,979/month","₹3,69,000","₹3,57,000",Mumbai
2022 Tata Harrier,XZA PLUS 2.0L DARK EDITION,Automatic,"29,339 km",1st Owner,Diesel,"₹38,487/month","₹22,17,000","₹20,22,000",Mumbai
2015 Maruti Celerio,ZXI,Manual,"26,330 km",1st Owner,Petrol,"₹7,460/month","₹4,08,000","₹3,81,600",Mumbai
2022 Tata Safari,XZA PLUS DARK EDITION,Automatic,"4,090 km",1st Owner,Diesel,"₹44,159/month","₹24,03,000","₹23,20,000",Mumbai
2020 Maruti Ciaz,ALPHA  AT 1.5 SHVS PETROL,Automatic,"27,830 km",1st Owner,Petrol,"₹17,283/month","₹9,76,000","₹9,08,000",Mumbai
2018 Toyota Corolla Altis,VL CVT PETROL,Automatic,"77,261 km",2nd Owner,Petrol,"₹22,232/month","₹12,57,000","₹11,68,000",Mumbai
2014 Toyota Etios,V,Manual,"61,614 km",2nd Owner,Petrol,"₹7,898/month","₹4,67,000","₹4,04,000",Mumbai
2013 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"70,686 km",2nd Owner,CNG,"₹11,260/month","₹3,84,000","₹3,39,000",Mumbai
2012 Maruti Wagon R 1.0,LXI,Manual,"55,336 km",2nd Owner,Petrol,"₹6,452/month","₹2,61,000","₹2,45,000",Mumbai
2017 Maruti IGNIS,DELTA 1.2 AMT,Automatic,"12,795 km",1st Owner,Petrol,"₹11,339/month","₹6,15,000","₹5,80,000",Mumbai
2013 Maruti Ertiga,ZXI,Manual,"67,515 km",2nd Owner,Petrol,"₹12,702/month","₹6,11,000","₹5,71,000",Mumbai
2015 Hyundai i20 Active,1.4 SX,Manual,"95,698 km",2nd Owner,Diesel,"₹10,498/month","₹5,68,000","₹5,37,000",Mumbai
2021 Maruti Ciaz,ALPHA  AT 1.5 SHVS PETROL,Automatic,"37,617 km",1st Owner,Petrol,"₹17,778/month","₹10,00,000","₹9,34,000",Mumbai
2015 Honda Brio,S MT,Manual,"52,053 km",1st Owner,Petrol,"₹7,429/month","₹4,10,000","₹3,80,000",Mumbai
2019 Hyundai Verna,1.6 VTVT SX O,Manual,"20,433 km",1st Owner,Petrol,"₹19,053/month","₹10,33,000","₹10,01,000",Mumbai
2015 Maruti Wagon R 1.0,VXI,Manual,"26,527 km",1st Owner,Petrol,"₹7,214/month","₹3,76,000","₹3,69,000",Mumbai
2011 Maruti Wagon R 1.0,LXI,Manual,"45,160 km",1st Owner,Petrol,"₹7,573/month",N/A,"₹2,28,000",Mumbai
2014 Maruti Wagon R 1.0,LXI CNG,Manual,"1,18,079 km",2nd Owner,CNG,"₹7,926/month","₹3,30,000","₹3,01,000",Mumbai
2022 Renault TRIBER,RXT AMT,Automatic,"18,535 km",1st Owner,Petrol,"₹13,724/month","₹7,85,000","₹7,02,000",Mumbai
2018 Ford Ecosport,TREND + 1.5L PETROL AT,Automatic,"19,902 km",1st Owner,Petrol,"₹14,975/month","₹8,32,000","₹7,66,000",Mumbai
2021 Tata Tiago,XTA PETROL,Automatic,"4,512 km",1st Owner,Petrol,"₹12,199/month","₹7,00,000","₹6,24,000",Mumbai
